ticker,companyname,transcriptid,keydevid,headline,call_date,total_sentences,ai_sentence_count,ai_intensity,hype_period
DRI,1&1 AG,1697303.0,606394604.0,"1&1 Drillisch AG, 2018 Earnings Call, Mar 28, 2019",2019-03-28,933,0,0.0,2019 Pre-Pandemic Baseline
1U1,1&1 AG,1759569.0,613614302.0,"1&1 Drillisch AG, Q1 2019 Earnings Call, May 15, 2019",2019-05-15,500,0,0.0,2019 Pre-Pandemic Baseline
DRI,1&1 AG,1811068.0,633240865.0,"1&1 Drillisch AG, H1 2019 Earnings Call, Aug 15, 2019",2019-08-15,718,0,0.0,2019 Pre-Pandemic Baseline
1U1,1&1 AG,1876630.0,643780295.0,"1&1 Drillisch AG, Q3 2019 Earnings Call, Nov 12, 2019",2019-11-12,464,0,0.0,2019 Pre-Pandemic Baseline
ABT,Abbott Laboratories,1640280.0,595353008.0,"Abbott Laboratories, Q4 2018 Earnings Call, Jan 23, 2019",2019-01-23,563,0,0.0,2019 Pre-Pandemic Baseline
ABT,Abbott Laboratories,1701600.0,606986650.0,"Abbott Laboratories, Q1 2019 Earnings Call, Apr 17, 2019",2019-04-17,552,0,0.0,2019 Pre-Pandemic Baseline
ABT,Abbott Laboratories,1773679.0,622961692.0,"Abbott Laboratories, Q2 2019 Earnings Call, Jul 17, 2019",2019-07-17,519,0,0.0,2019 Pre-Pandemic Baseline
ABT,Abbott Laboratories,1834216.0,637508538.0,"Abbott Laboratories, Q3 2019 Earnings Call, Oct 16, 2019",2019-10-16,550,0,0.0,2019 Pre-Pandemic Baseline
ABBV,AbbVie Inc.,1642397.0,596990338.0,"AbbVie Inc., Q4 2018 Earnings Call, Jan 25, 2019",2019-01-25,458,0,0.0,2019 Pre-Pandemic Baseline
ABBV,AbbVie Inc.,1708683.0,608688882.0,"AbbVie Inc., Q1 2019 Earnings Call, Apr 25, 2019",2019-04-25,511,0,0.0,2019 Pre-Pandemic Baseline
ABBV,AbbVie Inc.,1782376.0,628996893.0,"AbbVie Inc., Q2 2019 Earnings Call, Jul 26, 2019",2019-07-26,464,0,0.0,2019 Pre-Pandemic Baseline
ABBV,AbbVie Inc.,1851146.0,639811876.0,"AbbVie Inc., Q3 2019 Earnings Call, Nov 01, 2019",2019-11-01,500,0,0.0,2019 Pre-Pandemic Baseline
ACN,Accenture plc,1694792.0,606095840.0,"Accenture plc, Q2 2019 Earnings Call, Mar 28, 2019",2019-03-28,423,10,0.0236406619385342,2019 Pre-Pandemic Baseline
ACN,Accenture plc,1768176.0,620430808.0,"Accenture plc, Q3 2019 Earnings Call, Jun 27, 2019",2019-06-27,446,5,0.0112107623318385,2019 Pre-Pandemic Baseline
ACN,Accenture plc,1829320.0,636448675.0,"Accenture plc, Q4 2019 Earnings Call, Sep 26, 2019",2019-09-26,447,4,0.0089485458612975,2019 Pre-Pandemic Baseline
ACN,Accenture plc,1886924.0,646278183.0,"Accenture plc, Q1 2020 Earnings Call, Dec 19, 2019",2019-12-19,469,1,0.0021321961620469,2019 Pre-Pandemic Baseline
ADBE,Adobe Inc.,1689535.0,583406922.0,"Adobe Systems Incorporated, Q1 2019 Earnings Call, Mar 14, 2019",2019-03-14,458,1,0.0021834061135371,2019 Pre-Pandemic Baseline
ADBE,Adobe Inc.,1767920.0,583407002.0,"Adobe Systems Incorporated, Q2 2019 Earnings Call, Jun 18, 2019",2019-06-18,378,5,0.0132275132275132,2019 Pre-Pandemic Baseline
ADBE,Adobe Inc.,1825894.0,583407020.0,"Adobe Systems Incorporated, Q3 2019 Earnings Call, Sep 17, 2019",2019-09-17,438,2,0.0045662100456621,2019 Pre-Pandemic Baseline
ADBE,Adobe Inc.,1885233.0,583407040.0,"Adobe Systems Incorporated, Q4 2019 Earnings Call, Dec 12, 2019",2019-12-12,387,1,0.0025839793281653,2019 Pre-Pandemic Baseline
AMD,"Advanced Micro Devices, Inc.",1643513.0,598582501.0,"Advanced Micro Devices, Inc., Q4 2018 Earnings Call, Jan 29, 2019",2019-01-29,447,2,0.0044742729306487,2019 Pre-Pandemic Baseline
AMD,"Advanced Micro Devices, Inc.",1716972.0,610819996.0,"Advanced Micro Devices, Inc., Q1 2019 Earnings Call, Apr 30, 2019",2019-04-30,376,4,0.0106382978723404,2019 Pre-Pandemic Baseline
AMD,"Advanced Micro Devices, Inc.",1789337.0,629694643.0,"Advanced Micro Devices, Inc., Q2 2019 Earnings Call, Jul 30, 2019",2019-07-30,458,1,0.0021834061135371,2019 Pre-Pandemic Baseline
AMD,"Advanced Micro Devices, Inc.",1846373.0,640605287.0,"Advanced Micro Devices, Inc., Q3 2019 Earnings Call, Oct 29, 2019",2019-10-29,445,0,0.0,2019 Pre-Pandemic Baseline
ARE,Aecon Group Inc.,1710100.0,601900740.0,"Aecon Group Inc., Q4 2018 Earnings Call, Mar 06, 2019",2019-03-06,227,0,0.0,2019 Pre-Pandemic Baseline
ARE,Aecon Group Inc.,1716993.0,607087563.0,"Aecon Group Inc., Q1 2019 Earnings Call, Apr 26, 2019",2019-04-26,378,0,0.0,2019 Pre-Pandemic Baseline
ARE,Aecon Group Inc.,1784584.0,626132555.0,"Aecon Group Inc., Q2 2019 Earnings Call, Jul 26, 2019",2019-07-26,354,0,0.0,2019 Pre-Pandemic Baseline
ARE,Aecon Group Inc.,1851299.0,634816200.0,"Aecon Group Inc., Q3 2019 Earnings Call, Nov 01, 2019",2019-11-01,332,0,0.0,2019 Pre-Pandemic Baseline
AFL,Aflac Incorporated,1647229.0,595150780.0,"Aflac Incorporated, Q4 2018 Earnings Call, Feb 01, 2019",2019-02-01,471,0,0.0,2019 Pre-Pandemic Baseline
AFL,Aflac Incorporated,1712266.0,595150784.0,"Aflac Incorporated, Q1 2019 Earnings Call, Apr 26, 2019",2019-04-26,439,0,0.0,2019 Pre-Pandemic Baseline
AFL,Aflac Incorporated,1782387.0,595150796.0,"Aflac Incorporated, Q2 2019 Earnings Call, Jul 26, 2019",2019-07-26,522,0,0.0,2019 Pre-Pandemic Baseline
AFL,Aflac Incorporated,2087675.0,595150838.0,"Aflac Incorporated, Q3 2019 Earnings Call, Oct 25, 2019",2019-10-25,373,0,0.0,2019 Pre-Pandemic Baseline
A,"Agilent Technologies, Inc.",1671092.0,598751479.0,"Agilent Technologies, Inc., Q1 2019 Earnings Call, Feb 20, 2019",2019-02-20,655,0,0.0,2019 Pre-Pandemic Baseline
A,"Agilent Technologies, Inc.",1748146.0,610742442.0,"Agilent Technologies, Inc., Q2 2019 Earnings Call, May 14, 2019",2019-05-14,621,0,0.0,2019 Pre-Pandemic Baseline
A,"Agilent Technologies, Inc.",1808745.0,630887832.0,"Agilent Technologies, Inc., Q3 2019 Earnings Call, Aug 14, 2019",2019-08-14,645,0,0.0,2019 Pre-Pandemic Baseline
A,"Agilent Technologies, Inc.",1876419.0,641411528.0,"Agilent Technologies, Inc., Q4 2019 Earnings Call, Nov 25, 2019",2019-11-25,651,0,0.0,2019 Pre-Pandemic Baseline
APD,"Air Products and Chemicals, Inc.",1641437.0,596859634.0,"Air Products and Chemicals, Inc., Q1 2019 Earnings Call, Jan 25, 2019",2019-01-25,612,0,0.0,2019 Pre-Pandemic Baseline
APD,"Air Products and Chemicals, Inc.",1778815.0,607552592.0,"Air Products and Chemicals, Inc., Q2 2019 Earnings Call, Apr 24, 2019",2019-04-24,535,0,0.0,2019 Pre-Pandemic Baseline
APD,"Air Products and Chemicals, Inc.",1782048.0,625876599.0,"Air Products and Chemicals, Inc., Q3 2019 Earnings Call, Jul 25, 2019",2019-07-25,383,0,0.0,2019 Pre-Pandemic Baseline
APD,"Air Products and Chemicals, Inc.",1864277.0,638928143.0,"Air Products and Chemicals, Inc., Q4 2019 Earnings Call, Nov 07, 2019",2019-11-07,574,0,0.0,2019 Pre-Pandemic Baseline
AKAM,"Akamai Technologies, Inc.",1659154.0,597816737.0,"Akamai Technologies, Inc., Q4 2018 Earnings Call, Feb 12, 2019",2019-02-12,558,0,0.0,2019 Pre-Pandemic Baseline
AKAM,"Akamai Technologies, Inc.",1716628.0,608833316.0,"Akamai Technologies, Inc., Q1 2019 Earnings Call, Apr 30, 2019",2019-04-30,608,1,0.0016447368421052,2019 Pre-Pandemic Baseline
AKAM,"Akamai Technologies, Inc.",1812112.0,626543461.0,"Akamai Technologies, Inc., Q2 2019 Earnings Call, Jul 30, 2019",2019-07-30,631,0,0.0,2019 Pre-Pandemic Baseline
AKAM,"Akamai Technologies, Inc.",1849497.0,639141421.0,"Akamai Technologies, Inc., Q3 2019 Earnings Call, Oct 28, 2019",2019-10-28,590,0,0.0,2019 Pre-Pandemic Baseline
ALB,Albemarle Corporation,1665720.0,598582543.0,"Albemarle Corporation, Q4 2018 Earnings Call, Feb 21, 2019",2019-02-21,490,0,0.0,2019 Pre-Pandemic Baseline
ALB,Albemarle Corporation,1741438.0,608869688.0,"Albemarle Corporation, Q1 2019 Earnings Call, May 09, 2019",2019-05-09,570,0,0.0,2019 Pre-Pandemic Baseline
ALB,Albemarle Corporation,1803244.0,629100053.0,"Albemarle Corporation, Q2 2019 Earnings Call, Aug 08, 2019",2019-08-08,524,0,0.0,2019 Pre-Pandemic Baseline
ALB,Albemarle Corporation,1869235.0,640146007.0,"Albemarle Corporation, Q3 2019 Earnings Call, Nov 07, 2019",2019-11-07,508,0,0.0,2019 Pre-Pandemic Baseline
ARE,"Alexandria Real Estate Equities, Inc.",1651109.0,594568362.0,"Alexandria Real Estate Equities, Inc., Q4 2018 Earnings Call, Feb 05, 2019",2019-02-05,470,1,0.002127659574468,2019 Pre-Pandemic Baseline
ARE,"Alexandria Real Estate Equities, Inc.",1814626.0,605327298.0,"Alexandria Real Estate Equities, Inc., Q1 2019 Earnings Call, Apr 30, 2019",2019-04-30,436,0,0.0,2019 Pre-Pandemic Baseline
ARE,"Alexandria Real Estate Equities, Inc.",1788804.0,620516365.0,"Alexandria Real Estate Equities, Inc., Q2 2019 Earnings Call, Jul 30, 2019",2019-07-30,465,0,0.0,2019 Pre-Pandemic Baseline
ARE,"Alexandria Real Estate Equities, Inc.",1849517.0,637513448.0,"Alexandria Real Estate Equities, Inc., Q3 2019 Earnings Call, Oct 29, 2019",2019-10-29,372,0,0.0,2019 Pre-Pandemic Baseline
ALGN,"Align Technology, Inc.",1643172.0,596852943.0,"Align Technology, Inc., Q4 2018 Earnings Call, Jan 29, 2019",2019-01-29,632,0,0.0,2019 Pre-Pandemic Baseline
ALGN,"Align Technology, Inc.",1715149.0,608382945.0,"Align Technology, Inc., Q1 2019 Earnings Call, Apr 24, 2019",2019-04-24,612,0,0.0,2019 Pre-Pandemic Baseline
ALGN,"Align Technology, Inc.",1780433.0,626543389.0,"Align Technology, Inc., Q2 2019 Earnings Call, Jul 24, 2019",2019-07-24,623,0,0.0,2019 Pre-Pandemic Baseline
ALGN,"Align Technology, Inc.",1839608.0,639047603.0,"Align Technology, Inc., Q3 2019 Earnings Call, Oct 23, 2019",2019-10-23,534,0,0.0,2019 Pre-Pandemic Baseline
ALLE,Allegion plc,1662919.0,599276888.0,"Allegion plc, Q4 2018 Earnings Call, Feb 19, 2019",2019-02-19,485,0,0.0,2019 Pre-Pandemic Baseline
ALLE,Allegion plc,1708802.0,607941856.0,"Allegion plc, Q1 2019 Earnings Call, Apr 25, 2019",2019-04-25,366,0,0.0,2019 Pre-Pandemic Baseline
ALLE,Allegion plc,1781873.0,626254236.0,"Allegion plc, Q2 2019 Earnings Call, Jul 25, 2019",2019-07-25,429,0,0.0,2019 Pre-Pandemic Baseline
ALLE,Allegion plc,1841881.0,638517219.0,"Allegion plc, Q3 2019 Earnings Call, Oct 24, 2019",2019-10-24,371,0,0.0,2019 Pre-Pandemic Baseline
AMZN,"Amazon.com, Inc.",1645771.0,598708760.0,"Amazon.com, Inc., Q4 2018 Earnings Call, Jan 31, 2019",2019-01-31,272,0,0.0,2019 Pre-Pandemic Baseline
AMZN,"Amazon.com, Inc.",1732356.0,610035066.0,"Amazon.com, Inc., Q1 2019 Earnings Call, Apr 25, 2019",2019-04-25,317,0,0.0,2019 Pre-Pandemic Baseline
AMZN,"Amazon.com, Inc.",1781312.0,629095391.0,"Amazon.com, Inc., Q2 2019 Earnings Call, Jul 25, 2019",2019-07-25,281,5,0.0177935943060498,2019 Pre-Pandemic Baseline
AMZN,"Amazon.com, Inc.",1840684.0,640141071.0,"Amazon.com, Inc., Q3 2019 Earnings Call, Oct 24, 2019",2019-10-24,244,2,0.0081967213114754,2019 Pre-Pandemic Baseline
AMCR,Amcor plc,1810852.0,631926449.0,"Amcor plc, 2019 Earnings Call, Aug 20, 2019",2019-08-20,538,0,0.0,2019 Pre-Pandemic Baseline
AMCR,Amcor plc,1861919.0,641391815.0,"Amcor plc, Q1 2020 Earnings Call, Nov 07, 2019",2019-11-07,555,0,0.0,2019 Pre-Pandemic Baseline
AEE,Ameren Corporation,1660109.0,598683843.0,"Ameren Corporation, Q4 2018 Earnings Call, Feb 14, 2019",2019-02-14,425,0,0.0,2019 Pre-Pandemic Baseline
AEE,Ameren Corporation,1735462.0,610765793.0,"Ameren Corporation, Q1 2019 Earnings Call, May 09, 2019",2019-05-09,309,0,0.0,2019 Pre-Pandemic Baseline
AEE,Ameren Corporation,1848440.0,628621338.0,"Ameren Corporation, Q2 2019 Earnings Call, Aug 02, 2019",2019-08-02,378,0,0.0,2019 Pre-Pandemic Baseline
AEE,Ameren Corporation,1865255.0,639068457.0,"Ameren Corporation, Q3 2019 Earnings Call, Nov 08, 2019",2019-11-08,392,0,0.0,2019 Pre-Pandemic Baseline
AEP,"American Electric Power Company, Inc.",1641000.0,598383799.0,"American Electric Power Company, Inc., Q4 2018 Earnings Call, Jan 24, 2019",2019-01-24,513,0,0.0,2019 Pre-Pandemic Baseline
AEP,"American Electric Power Company, Inc.",1715709.0,610682374.0,"American Electric Power Company, Inc., Q1 2019 Earnings Call, Apr 25, 2019",2019-04-25,412,0,0.0,2019 Pre-Pandemic Baseline
AEP,"American Electric Power Company, Inc.",1784503.0,629625489.0,"American Electric Power Company, Inc., Q2 2019 Earnings Call, Jul 25, 2019",2019-07-25,502,0,0.0,2019 Pre-Pandemic Baseline
AEP,"American Electric Power Company, Inc.",1841900.0,638915171.0,"American Electric Power Company, Inc., Q3 2019 Earnings Call, Oct 24, 2019",2019-10-24,528,0,0.0,2019 Pre-Pandemic Baseline
AXP,American Express Company,1638709.0,595602290.0,"American Express Company, Q4 2018 Earnings Call, Jan 17, 2019",2019-01-17,489,1,0.0020449897750511,2019 Pre-Pandemic Baseline
AXP,American Express Company,1701781.0,606868865.0,"American Express Company, Q1 2019 Earnings Call, Apr 18, 2019",2019-04-18,480,0,0.0,2019 Pre-Pandemic Baseline
AXP,American Express Company,1775619.0,622970335.0,"American Express Company, Q2 2019 Earnings Call, Jul 19, 2019",2019-07-19,463,1,0.0021598272138228,2019 Pre-Pandemic Baseline
AXP,American Express Company,1836291.0,637498316.0,"American Express Company, Q3 2019 Earnings Call, Oct 18, 2019",2019-10-18,539,0,0.0,2019 Pre-Pandemic Baseline
AIG,"American International Group, Inc.",1664742.0,599273971.0,"American International Group, Inc., Q4 2018 Earnings Call, Feb 14, 2019",2019-02-14,732,0,0.0,2019 Pre-Pandemic Baseline
AIG,"American International Group, Inc.",1732636.0,608836870.0,"American International Group, Inc., Q1 2019 Earnings Call, May 07, 2019",2019-05-07,510,0,0.0,2019 Pre-Pandemic Baseline
AIG,"American International Group, Inc.",1801570.0,626005206.0,"American International Group, Inc., Q2 2019 Earnings Call, Aug 08, 2019",2019-08-08,457,0,0.0,2019 Pre-Pandemic Baseline
AIG,"American International Group, Inc.",1851726.0,640896279.0,"American International Group, Inc., Q3 2019 Earnings Call, Nov 01, 2019",2019-11-01,525,0,0.0,2019 Pre-Pandemic Baseline
AMT,American Tower Corporation,1676858.0,598436119.0,"American Tower Corporation (REIT), Q4 2018 Earnings Call, Feb 27, 2019",2019-02-27,418,0,0.0,2019 Pre-Pandemic Baseline
AMT,American Tower Corporation,1722488.0,608196241.0,"American Tower Corporation (REIT), Q1 2019 Earnings Call, May 03, 2019",2019-05-03,468,0,0.0,2019 Pre-Pandemic Baseline
AMT,American Tower Corporation,1790923.0,626210564.0,"American Tower Corporation (REIT), Q2 2019 Earnings Call, Jul 31, 2019",2019-07-31,477,0,0.0,2019 Pre-Pandemic Baseline
AMT,American Tower Corporation,1878019.0,639074871.0,"American Tower Corporation (REIT), Q3 2019 Earnings Call, Oct 31, 2019",2019-10-31,470,0,0.0,2019 Pre-Pandemic Baseline
AMP,"Ameriprise Financial, Inc.",1646056.0,594928034.0,"Ameriprise Financial, Inc., Q4 2018 Earnings Call, Jan 31, 2019",2019-01-31,555,0,0.0,2019 Pre-Pandemic Baseline
AMP,"Ameriprise Financial, Inc.",1708127.0,609967314.0,"Ameriprise Financial, Inc., Q1 2019 Earnings Call, Apr 25, 2019",2019-04-25,527,0,0.0,2019 Pre-Pandemic Baseline
AMP,"Ameriprise Financial, Inc.",1782014.0,629693172.0,"Ameriprise Financial, Inc., Q2 2019 Earnings Call, Jul 25, 2019",2019-07-25,547,0,0.0,2019 Pre-Pandemic Baseline
AMP,"Ameriprise Financial, Inc.",1842546.0,640117786.0,"Ameriprise Financial, Inc., Q3 2019 Earnings Call, Oct 24, 2019",2019-10-24,566,0,0.0,2019 Pre-Pandemic Baseline
AME,"AMETEK, Inc.",1650443.0,598410050.0,"AMETEK, Inc., Q4 2018 Earnings Call, Feb 05, 2019",2019-02-05,602,0,0.0,2019 Pre-Pandemic Baseline
AME,"AMETEK, Inc.",1744623.0,609964770.0,"AMETEK, Inc., Q1 2019 Earnings Call, May 01, 2019",2019-05-01,519,0,0.0,2019 Pre-Pandemic Baseline
AME,"AMETEK, Inc.",1786802.0,629201618.0,"AMETEK, Inc., Q2 2019 Earnings Call, Jul 30, 2019",2019-07-30,459,0,0.0,2019 Pre-Pandemic Baseline
AME,"AMETEK, Inc.",1850595.0,640102112.0,"AMETEK, Inc., Q3 2019 Earnings Call, Oct 31, 2019",2019-10-31,572,0,0.0,2019 Pre-Pandemic Baseline
APH,Amphenol Corporation,1640455.0,569556871.0,"Amphenol Corporation, Q4 2018 Earnings Call, Jan 23, 2019",2019-01-23,654,0,0.0,2019 Pre-Pandemic Baseline
APH,Amphenol Corporation,1706403.0,602462239.0,"Amphenol Corporation, Q1 2019 Earnings Call, Apr 24, 2019",2019-04-24,519,0,0.0,2019 Pre-Pandemic Baseline
APH,Amphenol Corporation,1780232.0,615840878.0,"Amphenol Corporation, Q2 2019 Earnings Call, Jul 24, 2019",2019-07-24,665,0,0.0,2019 Pre-Pandemic Baseline
APH,Amphenol Corporation,1850465.0,635462931.0,"Amphenol Corporation, Q3 2019 Earnings Call, Oct 23, 2019",2019-10-23,602,0,0.0,2019 Pre-Pandemic Baseline
AMP,Amplifon S.p.A.,1684837.0,593500301.0,"Amplifon SpA, 2018 Earnings Call, Mar 05, 2019",2019-03-05,633,1,0.0015797788309636,2019 Pre-Pandemic Baseline
AMP,Amplifon S.p.A.,1751284.0,593500298.0,"Amplifon SpA, Q1 2019 Earnings Call, May 07, 2019",2019-05-07,258,0,0.0,2019 Pre-Pandemic Baseline
AMP,Amplifon S.p.A.,1790161.0,593500289.0,"Amplifon SpA, H1 2019 Earnings Call, Jul 30, 2019",2019-07-30,338,0,0.0,2019 Pre-Pandemic Baseline
AMP,Amplifon S.p.A.,1856089.0,593500286.0,"Amplifon SpA, Q3 2019 Earnings Call, Oct 30, 2019",2019-10-30,328,0,0.0,2019 Pre-Pandemic Baseline
ADI,"Analog Devices, Inc.",1664515.0,599409955.0,"Analog Devices, Inc., Q1 2019 Earnings Call, Feb 20, 2019",2019-02-20,429,0,0.0,2019 Pre-Pandemic Baseline
ADI,"Analog Devices, Inc.",1808984.0,611521543.0,"Analog Devices, Inc., Q2 2019 Earnings Call, May 22, 2019",2019-05-22,404,0,0.0,2019 Pre-Pandemic Baseline
ADI,"Analog Devices, Inc.",1818919.0,630919294.0,"Analog Devices, Inc., Q3 2019 Earnings Call, Aug 21, 2019",2019-08-21,424,0,0.0,2019 Pre-Pandemic Baseline
ADI,"Analog Devices, Inc.",1880345.0,642381248.0,"Analog Devices, Inc., Q4 2019 Earnings Call, Nov 26, 2019",2019-11-26,412,0,0.0,2019 Pre-Pandemic Baseline
AON,Aon plc,1646270.0,598046996.0,"Aon plc, Q4 2018 Earnings Call, Feb 01, 2019",2019-02-01,674,0,0.0,2019 Pre-Pandemic Baseline
AON,Aon plc,1715893.0,609892433.0,"Aon plc, Q1 2019 Earnings Call, Apr 26, 2019",2019-04-26,443,0,0.0,2019 Pre-Pandemic Baseline
AON,Aon plc,1782657.0,628843820.0,"Aon plc, Q2 2019 Earnings Call, Jul 26, 2019",2019-07-26,435,2,0.0045977011494252,2019 Pre-Pandemic Baseline
AON,Aon plc,1842005.0,640004162.0,"Aon plc, Q3 2019 Earnings Call, Oct 25, 2019",2019-10-25,524,1,0.0019083969465648,2019 Pre-Pandemic Baseline
AOS,A. O. Smith Corporation,1642992.0,597177183.0,"A. O. Smith Corporation, Q4 2018 Earnings Call, Jan 29, 2019",2019-01-29,507,0,0.0,2019 Pre-Pandemic Baseline
AOS,A. O. Smith Corporation,1718477.0,608475776.0,"A. O. Smith Corporation, Q1 2019 Earnings Call, Apr 30, 2019",2019-04-30,460,0,0.0,2019 Pre-Pandemic Baseline
AOS,A. O. Smith Corporation,1788795.0,628402604.0,"A. O. Smith Corporation, Q2 2019 Earnings Call, Jul 30, 2019",2019-07-30,369,0,0.0,2019 Pre-Pandemic Baseline
AOS,A. O. Smith Corporation,1846512.0,639287963.0,"A. O. Smith Corporation, Q3 2019 Earnings Call, Oct 29, 2019",2019-10-29,401,0,0.0,2019 Pre-Pandemic Baseline
APA,APA Corporation,1678354.0,599548193.0,"Apache Corporation, Q4 2018 Earnings Call, Feb 28, 2019",2019-02-28,501,0,0.0,2019 Pre-Pandemic Baseline
APA,APA Corporation,1731334.0,609892568.0,"Apache Corporation, Q1 2019 Earnings Call, May 02, 2019",2019-05-02,527,0,0.0,2019 Pre-Pandemic Baseline
APA,APA Corporation,1796303.0,629966686.0,"Apache Corporation, Q2 2019 Earnings Call, Aug 01, 2019",2019-08-01,422,0,0.0,2019 Pre-Pandemic Baseline
APA,APA Corporation,1850993.0,640757190.0,"Apache Corporation, Q3 2019 Earnings Call, Oct 31, 2019",2019-10-31,492,0,0.0,2019 Pre-Pandemic Baseline
APO,"Apollo Global Management, Inc.",1701683.0,598421073.0,"Apollo Global Management, LLC, Q4 2018 Earnings Call, Jan 31, 2019",2019-01-31,343,0,0.0,2019 Pre-Pandemic Baseline
APO,"Apollo Global Management, Inc.",1731418.0,609748853.0,"Apollo Global Management, LLC, Q1 2019 Earnings Call, May 02, 2019",2019-05-02,371,0,0.0,2019 Pre-Pandemic Baseline
APO,"Apollo Global Management, Inc.",1788595.0,628706237.0,"Apollo Global Management, LLC, Q2 2019 Earnings Call, Jul 31, 2019",2019-07-31,350,0,0.0,2019 Pre-Pandemic Baseline
APO,"Apollo Global Management, Inc.",1867954.0,638085239.0,"Apollo Global Management, Inc., Q3 2019 Earnings Call, Oct 31, 2019",2019-10-31,347,0,0.0,2019 Pre-Pandemic Baseline
AAPL,Apple Inc.,1643659.0,596879715.0,"Apple Inc., Q1 2019 Earnings Call, Jan 29, 2019",2019-01-29,422,1,0.0023696682464454,2019 Pre-Pandemic Baseline
AAPL,Apple Inc.,1716751.0,609759753.0,"Apple Inc., Q2 2019 Earnings Call, Apr 30, 2019",2019-04-30,384,0,0.0,2019 Pre-Pandemic Baseline
AAPL,Apple Inc.,1829669.0,626871270.0,"Apple Inc., Q3 2019 Earnings Call, Jul 30, 2019",2019-07-30,422,2,0.0047393364928909,2019 Pre-Pandemic Baseline
AAPL,Apple Inc.,1860712.0,639037114.0,"Apple Inc., Q4 2019 Earnings Call, Oct 30, 2019",2019-10-30,440,0,0.0,2019 Pre-Pandemic Baseline
AMAT,"Applied Materials, Inc.",1659736.0,600557702.0,"Applied Materials, Inc., Q1 2019 Earnings Call, Feb 14, 2019",2019-02-14,445,7,0.0157303370786516,2019 Pre-Pandemic Baseline
AMAT,"Applied Materials, Inc.",1752564.0,612246382.0,"Applied Materials, Inc., Q2 2019 Earnings Call, May 16, 2019",2019-05-16,494,11,0.0222672064777327,2019 Pre-Pandemic Baseline
AMAT,"Applied Materials, Inc.",1810108.0,631743002.0,"Applied Materials, Inc., Q3 2019 Earnings Call, Aug 15, 2019",2019-08-15,476,6,0.0126050420168067,2019 Pre-Pandemic Baseline
AMAT,"Applied Materials, Inc.",1878063.0,642469217.0,"Applied Materials, Inc., Q4 2019 Earnings Call, Nov 14, 2019",2019-11-14,531,6,0.0112994350282485,2019 Pre-Pandemic Baseline
APTV,Aptiv PLC,1645112.0,598436128.0,"Aptiv PLC, Q4 2018 Earnings Call, Jan 31, 2019",2019-01-31,683,1,0.0014641288433382,2019 Pre-Pandemic Baseline
APTV,Aptiv PLC,2090429.0,609978221.0,"Aptiv PLC, Q1 2019 Earnings Call, May 02, 2019",2019-05-02,601,1,0.0016638935108153,2019 Pre-Pandemic Baseline
APTV,Aptiv PLC,1790910.0,626545185.0,"Aptiv PLC, Q2 2019 Earnings Call, Jul 31, 2019",2019-07-31,672,0,0.0,2019 Pre-Pandemic Baseline
APTV,Aptiv PLC,1849552.0,639176833.0,"Aptiv PLC, Q3 2019 Earnings Call, Oct 30, 2019",2019-10-30,543,0,0.0,2019 Pre-Pandemic Baseline
ACGL,Arch Capital Group Ltd.,1657991.0,597693288.0,"Arch Capital Group Ltd., Q4 2018 Earnings Call, Feb 13, 2019",2019-02-13,468,0,0.0,2019 Pre-Pandemic Baseline
ACGL,Arch Capital Group Ltd.,1720502.0,607658759.0,"Arch Capital Group Ltd., Q1 2019 Earnings Call, May 01, 2019",2019-05-01,346,0,0.0,2019 Pre-Pandemic Baseline
ACGL,Arch Capital Group Ltd.,1790020.0,626723360.0,"Arch Capital Group Ltd., Q2 2019 Earnings Call, Jul 30, 2019",2019-07-30,279,0,0.0,2019 Pre-Pandemic Baseline
ACGL,Arch Capital Group Ltd.,1849477.0,637700392.0,"Arch Capital Group Ltd., Q3 2019 Earnings Call, Oct 30, 2019",2019-10-30,424,0,0.0,2019 Pre-Pandemic Baseline
ADM,Archer-Daniels-Midland Company,1647933.0,598417678.0,"Archer-Daniels-Midland Company, Q4 2018 Earnings Call, Feb 05, 2019",2019-02-05,500,0,0.0,2019 Pre-Pandemic Baseline
ADM,Archer-Daniels-Midland Company,1713789.0,608962340.0,"Archer-Daniels-Midland Company, Q1 2019 Earnings Call, Apr 26, 2019",2019-04-26,661,0,0.0,2019 Pre-Pandemic Baseline
ADM,Archer-Daniels-Midland Company,1791133.0,626314416.0,"Archer-Daniels-Midland Company, Q2 2019 Earnings Call, Aug 01, 2019",2019-08-01,548,0,0.0,2019 Pre-Pandemic Baseline
ADM,Archer-Daniels-Midland Company,1850585.0,640117084.0,"Archer-Daniels-Midland Company, Q3 2019 Earnings Call, Oct 31, 2019",2019-10-31,610,1,0.001639344262295,2019 Pre-Pandemic Baseline
ARES,Ares Management Corporation,1660320.0,598582815.0,"Ares Management Corporation, Q4 2018 Earnings Call, Feb 14, 2019",2019-02-14,453,0,0.0,2019 Pre-Pandemic Baseline
ARES,Ares Management Corporation,1721443.0,608334127.0,"Ares Management Corporation, Q1 2019 Earnings Call, May 02, 2019",2019-05-02,344,0,0.0,2019 Pre-Pandemic Baseline
ARES,Ares Management Corporation,1809401.0,628779959.0,"Ares Management Corporation, Q2 2019 Earnings Call, Jul 31, 2019",2019-07-31,372,0,0.0,2019 Pre-Pandemic Baseline
